descriptions,words
"Conceptual artist and TED Fellow Sanford Biggers uses painting, sculpture, video and performance to spark challenging conversations about the history and trauma of black America. Join him as he details two compelling works and shares the motivation behind his art. ""Only through more thoughtful dialogue about history and race can we evolve as individuals and society,"" Biggers says.","['conceptual', 'artist', 'ted', 'fellow', 'sanford', 'biggers', 'uses', 'painting', 'sculpture', 'video', 'performance', 'spark', 'challenging', 'conversations', 'history', 'trauma', 'black', 'america', 'join', 'details', 'two', 'compelling', 'works', 'shares', 'motivation', 'behind', 'art', 'thoughtful', 'dialogue', 'history', 'race', 'can', 'evolve', 'individuals', 'society', 'biggers', 'says']"
"What are your dreams? Better yet, what are your broken dreams? Dan Pallotta dreams of a time when we are as excited, curious and scientific about the development of our humanity as we are about the development of our technology. ""What we fear most is that we will be denied the opportunity to fulfill our true potential,"" Pallotta says. ""Imagine living in a world where we simply recognize that deep, existential fear in one another — and love one another boldly because we know that to be human is to live with that fear.""","['dreams', 'better', 'yet', 'broken', 'dreams', 'dan', 'pallotta', 'dreams', 'time', 'excited', 'curious', 'scientific', 'development', 'humanity', 'development', 'technology', 'fear', 'will', 'denied', 'opportunity', 'fulfill', 'true', 'potential', 'pallotta', 'says', 'imagine', 'living', 'world', 'simply', 'recognize', 'deep', 'existential', 'fear', 'one', 'another', 'love', 'one', 'another', 'boldly', 'know', 'human', 'live', 'fear']"
"What if we could find cancerous tumors years before they can harm us — without expensive screening facilities or even steady electricity? Physician, bioengineer and entrepreneur Sangeeta Bhatia leads a multidisciplinary lab that searches for novel ways to understand, diagnose and treat human disease. Her target: the two-thirds of deaths due to cancer that she says are fully preventable. With remarkable clarity, she breaks down complex nanoparticle science and shares her dream for a radical new cancer test that could save millions of lives.","['find', 'cancerous', 'tumors', 'years', 'can', 'harm', 'us', 'without', 'expensive', 'screening', 'facilities', 'even', 'steady', 'electricity', 'physician', 'bioengineer', 'entrepreneur', 'sangeeta', 'bhatia', 'leads', 'multidisciplinary', 'lab', 'searches', 'novel', 'ways', 'understand', 'diagnose', 'treat', 'human', 'disease', 'target', 'two-thirds', 'deaths', 'due', 'cancer', 'says', 'fully', 'preventable', 'remarkable', 'clarity', 'breaks', 'complex', 'nanoparticle', 'science', 'shares', 'dream', 'radical', 'new', 'cancer', 'test', 'save', 'millions', 'lives']"
"Science fiction writer Monica Byrne imagines rich worlds populated with characters who defy our racial, social and gender stereotypes. In this performance, Byrne appears as a hologram named Pilar, transmitting a story of love and loss back to us from a near future when humans have colonized the universe. ""It's always funny what you think the future is going to be like versus what it turns out to be,"" she says.","['science', 'fiction', 'writer', 'monica', 'byrne', 'imagines', 'rich', 'worlds', 'populated', 'characters', 'defy', 'racial', 'social', 'gender', 'stereotypes', 'performance', 'byrne', 'appears', 'hologram', 'named', 'pilar', 'transmitting', 'story', 'love', 'loss', 'back', 'us', 'near', 'future', 'humans', 'colonized', 'universe', 'always', 'funny', 'think', 'future', 'going', 'like', 'versus', 'turns', 'says']"
"In 2006, open-learning visionary Richard Baraniuk explains the vision behind Connexions (now called OpenStax), an open-source, online education system. It cuts out the textbook, allowing teachers to share and modify course materials freely, anywhere in the world.","['open-learning', 'visionary', 'richard', 'baraniuk', 'explains', 'vision', 'behind', 'connexions', 'now', 'called', 'openstax', 'open-source', 'online', 'education', 'system', 'cuts', 'textbook', 'allowing', 'teachers', 'share', 'modify', 'course', 'materials', 'freely', 'anywhere', 'world']"
"Novelist Amy Tan digs deep into the creative process, looking for hints of how hers evolved.","['novelist', 'amy', 'tan', 'digs', 'deep', 'creative', 'process', 'looking', 'hints', 'evolved']"
"Are children poor liars? Do you think you can easily detect their lies? Developmental researcher Kang Lee studies what happens physiologically to children when they lie. They do it a lot, starting as young as two years old, and they're actually really good at it. Lee explains why we should celebrate when kids start to lie and presents new lie-detection technology that could someday reveal our hidden emotions.","['children', 'poor', 'liars', 'think', 'can', 'easily', 'detect', 'lies', 'developmental', 'researcher', 'kang', 'lee', 'studies', 'happens', 'physiologically', 'children', 'lie', 'lot', 'starting', 'young', 'two', 'years', 'old', 'actually', 'really', 'good', 'lee', 'explains', 'celebrate', 'kids', 'start', 'lie', 'presents', 'new', 'lie-detection', 'technology', 'someday', 'reveal', 'hidden', 'emotions']"
"What if we could peek inside our brains and see our dreams — or even shape them? Studying memory-specific brain cells, neuroscientist (and ex-hacker) Moran Cerf found that our sleeping brains retain some of the content we encounter when we're awake and that our dreams can influence our waking actions. Where could this lead us? ""Neuroscientists are now giving us a new tool to control our dreams,"" Cerf says, ""a new canvas that flickers to life when we fall asleep.""","['peek', 'inside', 'brains', 'see', 'dreams', 'even', 'shape', 'studying', 'memory-specific', 'brain', 'cells', 'neuroscientist', 'ex-hacker', 'moran', 'cerf', 'found', 'sleeping', 'brains', 'retain', 'content', 'encounter', 'awake', 'dreams', 'can', 'influence', 'waking', 'actions', 'lead', 'us', 'neuroscientists', 'now', 'giving', 'us', 'new', 'tool', 'control', 'dreams', 'cerf', 'says', 'new', 'canvas', 'flickers', 'life', 'fall', 'asleep']"
"Anyone who has lost a loved one to pancreatic cancer knows the devastating speed with which it can affect an otherwise healthy person. TED Fellow and biomedical entrepreneur Laura Indolfi is developing a revolutionary way to treat this complex and lethal disease: a drug delivery device that acts as a cage at the site of a tumor, preventing it from spreading and delivering medicine only where it's needed. ""We are hoping that one day we can make pancreatic cancer a curable disease,"" she says.","['anyone', 'lost', 'loved', 'one', 'pancreatic', 'cancer', 'knows', 'devastating', 'speed', 'can', 'affect', 'otherwise', 'healthy', 'person', 'ted', 'fellow', 'biomedical', 'entrepreneur', 'laura', 'indolfi', 'developing', 'revolutionary', 'way', 'treat', 'complex', 'lethal', 'disease', 'drug', 'delivery', 'device', 'acts', 'cage', 'site', 'tumor', 'preventing', 'spreading', 'delivering', 'medicine', 'needed', 'hoping', 'one', 'day', 'can', 'make', 'pancreatic', 'cancer', 'curable', 'disease', 'says']"
"Sebastian Junger has seen war up close, and he knows the impact that battlefield trauma has on soldiers. But he suggests there's another major cause of pain for veterans when they come home: the experience of leaving the tribal closeness of the military and returning to an alienating and bitterly divided modern society. ""Sometimes, we ask ourselves if we can save the vets,"" Junger says. ""I think the real question is if we can save ourselves."" (This talk comes from the PBS special ""TED Talks: War & Peace,"" which premieres Monday, May 30 at 9 p.m. EST.)","['sebastian', 'junger', 'seen', 'war', 'close', 'knows', 'impact', 'battlefield', 'trauma', 'soldiers', 'suggests', 'another', 'major', 'cause', 'pain', 'veterans', 'come', 'home', 'experience', 'leaving', 'tribal', 'closeness', 'military', 'returning', 'alienating', 'bitterly', 'divided', 'modern', 'society', 'sometimes', 'ask', 'can', 'save', 'vets', 'junger', 'says', 'think', 'real', 'question', 'can', 'save', 'talk', 'comes', 'pbs', 'special', 'ted', 'talks', 'war', 'peace', 'premieres', 'monday', 'may', 'p.m', 'est']"
"Everyone has an opinion about how to legislate sex work (whether to legalize it, ban it or even tax it) ... but what do workers themselves think would work best? Activist Toni Mac explains four legal models that are being used around the world and shows us the model that she believes will work best to keep sex workers safe and offer greater self-determination. ""If you care about gender equality or poverty or migration or public health, then sex worker rights matter to you,"" she says. ""Make space for us in your movements."" (Adult themes)","['everyone', 'opinion', 'legislate', 'sex', 'work', 'whether', 'legalize', 'ban', 'even', 'tax', 'workers', 'think', 'work', 'best', 'activist', 'toni', 'mac', 'explains', 'four', 'legal', 'models', 'used', 'around', 'world', 'shows', 'us', 'model', 'believes', 'will', 'work', 'best', 'keep', 'sex', 'workers', 'safe', 'offer', 'greater', 'self-determination', 'care', 'gender', 'equality', 'poverty', 'migration', 'public', 'health', 'sex', 'worker', 'rights', 'matter', 'says', 'make', 'space', 'us', 'movements', 'adult', 'themes']"
"In the US, the press has a right to publish secret information the public needs to know, protected by the First Amendment. Government surveillance has made it increasingly more dangerous for whistleblowers, the source of virtually every important story about national security since 9/11, to share information. In this concise, informative talk, Freedom of the Press Foundation co-founder and TED Fellow Trevor Timm traces the recent history of government action against individuals who expose crime and injustice and advocates for technology that can help them do it safely and anonymously.","['us', 'press', 'right', 'publish', 'secret', 'information', 'public', 'needs', 'know', 'protected', 'first', 'amendment', 'government', 'surveillance', 'made', 'increasingly', 'dangerous', 'whistleblowers', 'source', 'virtually', 'every', 'important', 'story', 'national', 'security', 'since', '/', 'share', 'information', 'concise', 'informative', 'talk', 'freedom', 'press', 'foundation', 'co-founder', 'ted', 'fellow', 'trevor', 'timm', 'traces', 'recent', 'history', 'government', 'action', 'individuals', 'expose', 'crime', 'injustice', 'advocates', 'technology', 'can', 'help', 'safely', 'anonymously']"
"To those who feel like they don't belong: there is beauty in being a misfit. Author Lidia Yuknavitch shares her own wayward journey in an intimate recollection of patchwork stories about loss, shame and the slow process of self-acceptance. ""Even at the moment of your failure, you are beautiful,"" she says. ""You don't know it yet, but you have the ability to reinvent yourself endlessly. That's your beauty.""","['feel', 'like', 'belong', 'beauty', 'misfit', 'author', 'lidia', 'yuknavitch', 'shares', 'wayward', 'journey', 'intimate', 'recollection', 'patchwork', 'stories', 'loss', 'shame', 'slow', 'process', 'self-acceptance', 'even', 'moment', 'failure', 'beautiful', 'says', 'know', 'yet', 'ability', 'reinvent', 'endlessly', 'beauty']"
"Physicist Brian Greene explains superstring theory, the idea that minscule strands of energy vibrating in 11 dimensions create every particle and force in the universe.","['physicist', 'brian', 'greene', 'explains', 'superstring', 'theory', 'idea', 'minscule', 'strands', 'energy', 'vibrating', 'dimensions', 'create', 'every', 'particle', 'force', 'universe']"
"Can the way you speak and write today predict your future mental state, even the onset of psychosis? In this fascinating talk, neuroscientist Mariano Sigman reflects on ancient Greece and the origins of introspection to investigate how our words hint at our inner lives and details a word-mapping algorithm that could predict the development of schizophrenia. ""We may be seeing in the future a very different form of mental health,"" Sigman says, ""based on objective, quantitative and automated analysis of the words we write, of the words we say.""","['can', 'way', 'speak', 'write', 'today', 'predict', 'future', 'mental', 'state', 'even', 'onset', 'psychosis', 'fascinating', 'talk', 'neuroscientist', 'mariano', 'sigman', 'reflects', 'ancient', 'greece', 'origins', 'introspection', 'investigate', 'words', 'hint', 'inner', 'lives', 'details', 'word-mapping', 'algorithm', 'predict', 'development', 'schizophrenia', 'may', 'seeing', 'future', 'different', 'form', 'mental', 'health', 'sigman', 'says', 'based', 'objective', 'quantitative', 'automated', 'analysis', 'words', 'write', 'words', 'say']"
"Zaria Forman's large-scale compositions of melting glaciers, icebergs floating in glassy water and waves cresting with foam explore moments of transition, turbulence and tranquility. Join her as she discusses the meditative process of artistic creation and the motivation behind her work. ""My drawings celebrate the beauty of what we all stand to lose,"" she says. ""I hope they can serve as records of sublime landscapes in flux.""","['zaria', ""forman's"", 'large-scale', 'compositions', 'melting', 'glaciers', 'icebergs', 'floating', 'glassy', 'water', 'waves', 'cresting', 'foam', 'explore', 'moments', 'transition', 'turbulence', 'tranquility', 'join', 'discusses', 'meditative', 'process', 'artistic', 'creation', 'motivation', 'behind', 'work', 'drawings', 'celebrate', 'beauty', 'stand', 'lose', 'says', 'hope', 'can', 'serve', 'records', 'sublime', 'landscapes', 'flux']"
"The barbershop can be a safe haven for black men, a place for honest conversation and trust — and, as physician Joseph Ravenell suggests, a good place to bring up tough topics about health. He's turning the barbershop into a place to talk about medical problems that statistically affect black men more often and more seriously, like high blood pressure. It's a new approach to problem solving with broad applications. ""What is your barbershop?"" he asks. ""Where is that place for you where people affected by a unique problem can meet a unique solution?""","['barbershop', 'can', 'safe', 'haven', 'black', 'men', 'place', 'honest', 'conversation', 'trust', 'physician', 'joseph', 'ravenell', 'suggests', 'good', 'place', 'bring', 'tough', 'topics', 'health', 'turning', 'barbershop', 'place', 'talk', 'medical', 'problems', 'statistically', 'affect', 'black', 'men', 'often', 'seriously', 'like', 'high', 'blood', 'pressure', 'new', 'approach', 'problem', 'solving', 'broad', 'applications', 'barbershop', 'asks', 'place', 'people', 'affected', 'unique', 'problem', 'can', 'meet', 'unique', 'solution']"
"Before he fought in the galactic battles of Star Wars: The Force Awakens, Adam Driver was a United States Marine with 1/1 Weapons Company. He tells the story of how and why he became a Marine, the complex transition from soldier to civilian — and Arts in the Armed Forces, his nonprofit that brings theater to the military. Because, as he says: ""Self-expression is just as valuable a tool as a rifle on your shoulder."" Followed by a spirited performance of Marco Ramirez's ""I am not Batman"" by Jesse J. Perez and Matt Johnson. (Adult language)","['fought', 'galactic', 'battles', 'star', 'wars', 'force', 'awakens', 'adam', 'driver', 'united', 'states', 'marine', '/', 'weapons', 'company', 'tells', 'story', 'became', 'marine', 'complex', 'transition', 'soldier', 'civilian', 'arts', 'armed', 'forces', 'nonprofit', 'brings', 'theater', 'military', 'says', 'self-expression', 'just', 'valuable', 'tool', 'rifle', 'shoulder', 'followed', 'spirited', 'performance', 'marco', ""ramirez's"", 'batman', 'jesse', 'j', 'perez', 'matt', 'johnson', 'adult', 'language']"
"Sue Desmond-Hellmann is using precision public health — an approach that incorporates big data, consumer monitoring, gene sequencing and other innovative tools — to solve the world's most difficult medical problems. It's already helped cut HIV transmission from mothers to babies by nearly half in sub-Saharan Africa, and now it's being used to address alarming infant mortality rates all over the world. The goal: to save lives by bringing the right interventions to the right populations at the right time.","['sue', 'desmond-hellmann', 'using', 'precision', 'public', 'health', 'approach', 'incorporates', 'big', 'data', 'consumer', 'monitoring', 'gene', 'sequencing', 'innovative', 'tools', 'solve', ""world's"", 'difficult', 'medical', 'problems', 'already', 'helped', 'cut', 'hiv', 'transmission', 'mothers', 'babies', 'nearly', 'half', 'sub-saharan', 'africa', 'now', 'used', 'address', 'alarming', 'infant', 'mortality', 'rates', 'world', 'goal', 'save', 'lives', 'bringing', 'right', 'interventions', 'right', 'populations', 'right', 'time']"
"Dean Ornish shares new research that shows how adopting healthy lifestyle habits can affect a person at a genetic level. For instance, he says, when you live healthier, eat better, exercise, and love more, your brain cells actually increase.","['dean', 'ornish', 'shares', 'new', 'research', 'shows', 'adopting', 'healthy', 'lifestyle', 'habits', 'can', 'affect', 'person', 'genetic', 'level', 'instance', 'says', 'live', 'healthier', 'eat', 'better', 'exercise', 'love', 'brain', 'cells', 'actually', 'increase']"
"""Rock-star physicist"" Brian Cox talks about his work on the Large Hadron Collider at CERN. Discussing the biggest of big science in an engaging, accessible way, Cox brings us along on a tour of the massive project.","['rock-star', 'physicist', 'brian', 'cox', 'talks', 'work', 'large', 'hadron', 'collider', 'cern', 'discussing', 'biggest', 'big', 'science', 'engaging', 'accessible', 'way', 'cox', 'brings', 'us', 'along', 'tour', 'massive', 'project']"
"In a very, very early-morning set, They Might Be Giants rock the final day of TED2007.","['early-morning', 'set', 'might', 'giants', 'rock', 'final', 'day', 'ted']"
"Hector Ruiz, the executive chair of AMD, wants to give Internet access to everyone. In this talk, he shares his extraordinary life story and describes AMD's 50x15 initiative that calls for connecting 50 percent of the world by 2015.","['hector', 'ruiz', 'executive', 'chair', 'amd', 'wants', 'give', 'internet', 'access', 'everyone', 'talk', 'shares', 'extraordinary', 'life', 'story', 'describes', ""amd's"", 'x', 'initiative', 'calls', 'connecting', 'percent', 'world']"
"Mycologist Paul Stamets lists 6 ways the mycelium fungus can help save the universe: cleaning polluted soil, making insecticides, treating smallpox and even flu viruses.","['mycologist', 'paul', 'stamets', 'lists', 'ways', 'mycelium', 'fungus', 'can', 'help', 'save', 'universe', 'cleaning', 'polluted', 'soil', 'making', 'insecticides', 'treating', 'smallpox', 'even', 'flu', 'viruses']"
"Evolutionary biologist Paul Ewald drags us into the sewer to discuss germs. Why are some more harmful than others? How could we make the harmful ones benign? Searching for answers, he examines a disgusting, fascinating case: diarrhea.","['evolutionary', 'biologist', 'paul', 'ewald', 'drags', 'us', 'sewer', 'discuss', 'germs', 'harmful', 'others', 'make', 'harmful', 'ones', 'benign', 'searching', 'answers', 'examines', 'disgusting', 'fascinating', 'case', 'diarrhea']"
"How many poets could cram eBay, Friendster and Monster.com into 3-minute poem worthy of a standing ovation? Enjoy Rives' unique talent.","['many', 'poets', 'cram', 'ebay', 'friendster', 'monster.com', '-minute', 'poem', 'worthy', 'standing', 'ovation', 'enjoy', 'rives', 'unique', 'talent']"
Michael Moschen puts on a quietly mesmerizing show of juggling. Don't think juggling is an art? You might just change your mind after watching Moschen in motion.,"['michael', 'moschen', 'puts', 'quietly', 'mesmerizing', 'show', 'juggling', 'think', 'juggling', 'art', 'might', 'just', 'change', 'mind', 'watching', 'moschen', 'motion']"
"Hacker and writer Joshua Klein is fascinated by crows. (Notice the gleam of intelligence in their little black eyes?) After a long amateur study of corvid behavior, he's come up with an elegant thought experiment: a machine that could form a new bond between animal and human.","['hacker', 'writer', 'joshua', 'klein', 'fascinated', 'crows', 'notice', 'gleam', 'intelligence', 'little', 'black', 'eyes', 'long', 'amateur', 'study', 'corvid', 'behavior', 'come', 'elegant', 'thought', 'experiment', 'machine', 'form', 'new', 'bond', 'animal', 'human']"
"In this fiery and funny talk, New York Times food writer Mark Bittman weighs in on what's wrong with the way we eat now (too much meat, too few plants; too much fast food, too little home cooking), and why it's putting the entire planet at risk.","['fiery', 'funny', 'talk', 'new', 'york', 'times', 'food', 'writer', 'mark', 'bittman', 'weighs', 'wrong', 'way', 'eat', 'now', 'much', 'meat', 'plants', 'much', 'fast', 'food', 'little', 'home', 'cooking', 'putting', 'entire', 'planet', 'risk']"
"Ocean explorer Robert Ballard takes us on a mindbending trip to hidden worlds underwater, where he and other researchers are finding unexpected life, resources, even new mountains. He makes a case for serious exploration and mapping. Google Ocean, anyone?","['ocean', 'explorer', 'robert', 'ballard', 'takes', 'us', 'mindbending', 'trip', 'hidden', 'worlds', 'underwater', 'researchers', 'finding', 'unexpected', 'life', 'resources', 'even', 'new', 'mountains', 'makes', 'case', 'serious', 'exploration', 'mapping', 'google', 'ocean', 'anyone']"
"Singer-songwriter Rokia Traore performs ""Kounandi,"" a breathtaking song that blends Malian instruments with a modern, heartfelt vocal. Note: This song is not available for download.","['singer-songwriter', 'rokia', 'traore', 'performs', 'kounandi', 'breathtaking', 'song', 'blends', 'malian', 'instruments', 'modern', 'heartfelt', 'vocal', 'note', 'song', 'available', 'download']"
"Designer Yves Behar digs up his creative roots to discuss some of the iconic objects he's created (the Leaf lamp, the Jawbone headset). Then he turns to the witty, surprising, elegant objects he's working on now — including the ""$100 laptop.""","['designer', 'yves', 'behar', 'digs', 'creative', 'roots', 'discuss', 'iconic', 'objects', 'created', 'leaf', 'lamp', 'jawbone', 'headset', 'turns', 'witty', 'surprising', 'elegant', 'objects', 'working', 'now', 'including', 'laptop']"
Sculptor and engineer Arthur Ganson talks about his work — kinetic art that explores deep philosophical ideas and is gee-whiz fun to look at.,"['sculptor', 'engineer', 'arthur', 'ganson', 'talks', 'work', 'kinetic', 'art', 'explores', 'deep', 'philosophical', 'ideas', 'gee-whiz', 'fun', 'look']"
Dr. Seyi Oyesola takes a searing look at health care in underdeveloped countries. His photo tour of a Nigerian teaching hospital — all low-tech hacks and donated supplies — drives home the challenge of doing basic health care there.,"['dr', 'seyi', 'oyesola', 'takes', 'searing', 'look', 'health', 'care', 'underdeveloped', 'countries', 'photo', 'tour', 'nigerian', 'teaching', 'hospital', 'low-tech', 'hacks', 'donated', 'supplies', 'drives', 'home', 'challenge', 'basic', 'health', 'care']"
"Susan Blackmore studies memes: ideas that replicate themselves from brain to brain like a virus. She makes a bold new argument: Humanity has spawned a new kind of meme, the teme, which spreads itself via technology — and invents ways to keep itself alive","['susan', 'blackmore', 'studies', 'memes', 'ideas', 'replicate', 'brain', 'brain', 'like', 'virus', 'makes', 'bold', 'new', 'argument', 'humanity', 'spawned', 'new', 'kind', 'meme', 'teme', 'spreads', 'via', 'technology', 'invents', 'ways', 'keep', 'alive']"
"Designer Ross Lovegrove expounds his philosophy of “fat-free” design and offers insight into several of his extraordinary products, including the Ty Nant water bottle and the Go chair. ","['designer', 'ross', 'lovegrove', 'expounds', 'philosophy', '“fat-free”', 'design', 'offers', 'insight', 'several', 'extraordinary', 'products', 'including', 'ty', 'nant', 'water', 'bottle', 'go', 'chair']"
"Around the world right now, one billion people are trapped in poor or failing countries. How can we help them? Economist Paul Collier lays out a bold, compassionate plan for closing the gap between rich and poor.","['around', 'world', 'right', 'now', 'one', 'billion', 'people', 'trapped', 'poor', 'failing', 'countries', 'can', 'help', 'economist', 'paul', 'collier', 'lays', 'bold', 'compassionate', 'plan', 'closing', 'gap', 'rich', 'poor']"
"Nathan Myhrvold talks about a few of his latest fascinations — animal photography, archeology, BBQ and generally being an eccentric genius multimillionaire. Listen for wild stories from the (somewhat raunchy) edge of the animal world.","['nathan', 'myhrvold', 'talks', 'latest', 'fascinations', 'animal', 'photography', 'archeology', 'bbq', 'generally', 'eccentric', 'genius', 'multimillionaire', 'listen', 'wild', 'stories', 'somewhat', 'raunchy', 'edge', 'animal', 'world']"
"Philip Zimbardo knows how easy it is for nice people to turn bad. In this talk, he shares insights and graphic unseen photos from the Abu Ghraib trials. Then he talks about the flip side: how easy it is to be a hero, and how we can rise to the challenge.","['philip', 'zimbardo', 'knows', 'easy', 'nice', 'people', 'turn', 'bad', 'talk', 'shares', 'insights', 'graphic', 'unseen', 'photos', 'abu', 'ghraib', 'trials', 'talks', 'flip', 'side', 'easy', 'hero', 'can', 'rise', 'challenge']"
"Anthropologist Wade Davis muses on the worldwide web of belief and ritual that makes us human. He shares breathtaking photos and stories of the Elder Brothers, a group of Sierra Nevada indians whose spiritual practice holds the world in balance.","['anthropologist', 'wade', 'davis', 'muses', 'worldwide', 'web', 'belief', 'ritual', 'makes', 'us', 'human', 'shares', 'breathtaking', 'photos', 'stories', 'elder', 'brothers', 'group', 'sierra', 'nevada', 'indians', 'whose', 'spiritual', 'practice', 'holds', 'world', 'balance']"
"In this prescient 2005 talk, Clay Shirky shows how closed groups and companies will give way to looser networks where small contributors have big roles and fluid cooperation replaces rigid planning.","['prescient', 'talk', 'clay', 'shirky', 'shows', 'closed', 'groups', 'companies', 'will', 'give', 'way', 'looser', 'networks', 'small', 'contributors', 'big', 'roles', 'fluid', 'cooperation', 'replaces', 'rigid', 'planning']"
"After speaking at TED2007 on elegance in physics, the amazing Murray Gell-Mann gives a quick overview of another passionate interest: finding the common ancestry of our modern languages.","['speaking', 'ted', 'elegance', 'physics', 'amazing', 'murray', 'gell-mann', 'gives', 'quick', 'overview', 'another', 'passionate', 'interest', 'finding', 'common', 'ancestry', 'modern', 'languages']"
Historian George Dyson tells stories from the birth of the modern computer — from its 17th-century origins to the hilarious notebooks of some early computer engineers.,"['historian', 'george', 'dyson', 'tells', 'stories', 'birth', 'modern', 'computer', 'th-century', 'origins', 'hilarious', 'notebooks', 'early', 'computer', 'engineers']"
Artist Chris Jordan shows us an arresting view of what Western culture looks like. His supersized images picture some almost unimaginable statistics — like the astonishing number of paper cups we use every single day.,"['artist', 'chris', 'jordan', 'shows', 'us', 'arresting', 'view', 'western', 'culture', 'looks', 'like', 'supersized', 'images', 'picture', 'almost', 'unimaginable', 'statistics', 'like', 'astonishing', 'number', 'paper', 'cups', 'use', 'every', 'single', 'day']"
"In a world of too many options and too little time, our obvious choice is to just ignore the ordinary stuff. Marketing guru Seth Godin spells out why, when it comes to getting our attention, bad or bizarre ideas are more successful than boring ones.","['world', 'many', 'options', 'little', 'time', 'obvious', 'choice', 'just', 'ignore', 'ordinary', 'stuff', 'marketing', 'guru', 'seth', 'godin', 'spells', 'comes', 'getting', 'attention', 'bad', 'bizarre', 'ideas', 'successful', 'boring', 'ones']"
"Insects and animals have evolved some amazing skills — but, as Robert Full notes, many animals are actually over-engineered. The trick is to copy only what's necessary. He shows how human engineers can learn from animals' tricks.","['insects', 'animals', 'evolved', 'amazing', 'skills', 'robert', 'full', 'notes', 'many', 'animals', 'actually', 'over-engineered', 'trick', 'copy', 'necessary', 'shows', 'human', 'engineers', 'can', 'learn', 'animals', 'tricks']"
"Nine days before TED2008, filmmaker David Hoffman lost almost everything he owned in a fire that destroyed his home, office and 30 years of passionate collecting. He looks back at a life that's been wiped clean in an instant — and looks forward.","['nine', 'days', 'ted', 'filmmaker', 'david', 'hoffman', 'lost', 'almost', 'everything', 'owned', 'fire', 'destroyed', 'home', 'office', 'years', 'passionate', 'collecting', 'looks', 'back', 'life', 'wiped', 'clean', 'instant', 'looks', 'forward']"
"Adam Grosser talks about a project to build a refrigerator that works without electricity — to bring the vital tool to villages and clinics worldwide. Tweaking some old technology, he's come up with a system that works.","['adam', 'grosser', 'talks', 'project', 'build', 'refrigerator', 'works', 'without', 'electricity', 'bring', 'vital', 'tool', 'villages', 'clinics', 'worldwide', 'tweaking', 'old', 'technology', 'come', 'system', 'works']"
"Benjamin Zander has two infectious passions: classical music, and helping us all realize our untapped love for it — and by extension, our untapped love for all new possibilities, new experiences, new connections.","['benjamin', 'zander', 'two', 'infectious', 'passions', 'classical', 'music', 'helping', 'us', 'realize', 'untapped', 'love', 'extension', 'untapped', 'love', 'new', 'possibilities', 'new', 'experiences', 'new', 'connections']"
"Singer-songwriter Nellie McKay performs the semi-serious song ""Clonie"" — about creating the ultimate companion.","['singer-songwriter', 'nellie', 'mckay', 'performs', 'semi-serious', 'song', 'clonie', 'creating', 'ultimate', 'companion']"
"Nicholas Negroponte talks about how One Laptop per Child is doing, two years in. Speaking at the EG conference while the first XO laptops roll off the production line, he recaps the controversies and recommits to the goals of this far-reaching project.","['nicholas', 'negroponte', 'talks', 'one', 'laptop', 'per', 'child', 'two', 'years', 'speaking', 'eg', 'conference', 'first', 'xo', 'laptops', 'roll', 'production', 'line', 'recaps', 'controversies', 'recommits', 'goals', 'far-reaching', 'project']"
"""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you.","['freakonomics', 'author', 'steven', 'levitt', 'presents', 'new', 'data', 'finances', 'drug', 'dealing', 'contrary', 'popular', 'myth', 'says', 'street-corner', 'crack', 'dealer', 'lucrative', 'pays', 'minimum', 'wage', 'boss', 'can', 'kill']"
"Composer Sxip Shirey makes music from the simple, dramatic act of breathing — alone and together. Open your ears to a passionate 3 minutes. ","['composer', 'sxip', 'shirey', 'makes', 'music', 'simple', 'dramatic', 'act', 'breathing', 'alone', 'together', 'open', 'ears', 'passionate', 'minutes']"
X Prize founder Peter Diamandis talks about how he helped Stephen Hawking fulfill his dream of going to space — by flying together into the upper atmosphere and experiencing weightlessness at zero g.,"['x', 'prize', 'founder', 'peter', 'diamandis', 'talks', 'helped', 'stephen', 'hawking', 'fulfill', 'dream', 'going', 'space', 'flying', 'together', 'upper', 'atmosphere', 'experiencing', 'weightlessness', 'zero', 'g']"
"Chris Abani tells stories of people: People standing up to soldiers. People being compassionate. People being human and reclaiming their humanity. It's ""ubuntu,"" he says: the only way for me to be human is for you to reflect my humanity back at me.","['chris', 'abani', 'tells', 'stories', 'people', 'people', 'standing', 'soldiers', 'people', 'compassionate', 'people', 'human', 'reclaiming', 'humanity', 'ubuntu', 'says', 'way', 'human', 'reflect', 'humanity', 'back']"
"The wonderful Nellie McKay sings ""Mother of Pearl"" (with the immortal first line ""Feminists don't have a sense of humor"") and ""If I Had You"" from her sparkling set at TED2008.","['wonderful', 'nellie', 'mckay', 'sings', 'mother', 'pearl', 'immortal', 'first', 'line', 'feminists', 'sense', 'humor', 'sparkling', 'set', 'ted']"
"Photographer Rick Smolan tells the unforgettable story of a young Amerasian girl, a fateful photograph, and an adoption saga with a twist.","['photographer', 'rick', 'smolan', 'tells', 'unforgettable', 'story', 'young', 'amerasian', 'girl', 'fateful', 'photograph', 'adoption', 'saga', 'twist']"
"Guitarist and singer Raul Midon plays ""Everybody"" and ""Peace on Earth"" during his 2007 set at TED. ","['guitarist', 'singer', 'raul', 'midon', 'plays', 'everybody', 'peace', 'earth', 'set', 'ted']"
